id,title,description,link,image link,price,availability
product_47bf9c12-9317-5800-7e78-9a271a1f783e,"Lime, Basil & Mandarin hand poured lidded candle ","Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/lime-basil-mandarin-lidded-candle-300ml,1ec8bd_4789736b3f6840e1a98743091c02f14e~mv2.png,11.6,TRUE
product_964fb1d0-587c-ca32-f58f-64c18a1a70c7,Lavender & Chamomile hand poured lidded candle,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/lavender-chamomile-lidded-candle-300ml,1ec8bd_dca711ebed0846fe82222753dbbaa472~mv2.png,11.6,TRUE
product_bf78df4c-4b19-4a83-5c83-0c91dc18b20f,Fresh Linen hand poured lidded candle,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/fresh-linen-lidded-candle-300ml,1ec8bd_7c978f04840349a7934d8031f7f0c337~mv2.png,11.6,TRUE
product_f9dabb2b-606b-e232-bb51-b92d0dc4d1bb,Chocolate Orange hand poured lidded candle,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/chocolate-orange-lidded-candle-300ml,1ec8bd_0d18bf4c5a224093a24550c00d3631bf~mv2.png,11.6,TRUE
product_d479615b-9288-93e4-1295-d8d27bfcd202,Blackberry & Bay hand poured lidded candle ,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/blackberry-bay-lidded-candle-300ml,1ec8bd_f7ba8094297a41dbbbe94651cf0bb350~mv2.png,11.6,TRUE
product_d147fd7a-2615-6dd5-ab54-7c7f3ccf62c6,Baby Powder hand poured lidded candle ,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/baby-powder-300ml-lidded-candle,1ec8bd_ef943577ea384eaaaeb0f24abc1f1bb5~mv2.png,11.6,TRUE
product_6cbce5ca-59f9-d0a4-ff41-29f2a34352fe,Amber Noir hand poured lidded candle,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/amber-noir-300ml-lidded-candle,1ec8bd_3b36fbac5e4946dfb75d0581f2540dc6~mv2.png,11.6,TRUE
product_fc901657-c680-36b3-c03f-7f0b85a14ed3,Pear & Freesia hand poured lidded candle,"Hand poured soy wax candle in a glass jar with stylish wooden lid to protect from dust.

Approximate candle content 300g.",https://www.beehappyorders.com/product-page/pear-freesia-300ml-lidded-candle,1ec8bd_245c10bc65914e0e8bc6c62fcd076069~mv2.png,11.6,TRUE
product_962a8e73-dbb9-b5ad-d721-0f8003ea3ef2,Owl Candle,"Put some quirkyness into your home decor with our owl candle.

Available in a variety of colours. Please select your chosen colour below.

We use only the highest quality wax which is biodegradable, vegan and cruelty free.",,1ec8bd_e461bd50543b41f49e352e2f8770762a~mv2.png,2.0,TRUE
product_e05c3a0c-2d9c-a3f4-e118-f7afc11aa6b7,Bubble Candle,"<p>Funk up your home decor with our cute bubble candle. Available in pink, grey and white (please select colour below).&nbsp; Please note that this candle does not have a container and will need to be placed on a candle tray or plate before burning.</p><p>&nbsp;</p><p>We use only the highest quality biodegrade wax which is vegan, cruelty free and biodegradable.</p>",,1ec8bd_61835ac378f64803943b45fa8cfd503c~mv2.jpg,5.0,TRUE
product_6551e13e-b0ac-8868-a53c-9709f7d3f984,Sage & Sea Salt hand poured tinned candle,"Our Sage &amp; Sea Salt fragrance is reminiscent of waves breaking white, the air fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs. Mingling with the woody earthiness of sage. 
 
Comes in its own tin with lid to keep your candle at its best for longer and protect it from dust.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.

Approximate candle content 200g",,1ec8bd_6cbf771beb294b7db54a7fe3ae018c75~mv2.png,7.0,TRUE
product_d27b1e8b-adf2-0d23-3de1-cd43c5bb2de5,Pomegranate Dusk hand poured tinned candle,"Our Pomegranate Dusk fragrance has top notes of juicy red fruits, reminiscent of pomegranate, giving a lusciously refreshing quality. Floral blend heart notes conjure the heady, spicy character of Casablanca lily. Base notes of temptingly smoky wood weave through the fragrance, creating an aura of sensuality. A classic high quality fragrance. 
 
Comes in its own tin with lid to keep your candle at its best for longer and protect it from dust.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.

Approximate candle content 200g",,1ec8bd_13a6fa565d594e15be08d93ea2db1ca0~mv2.png,7.0,TRUE
product_72d3171f-426a-4583-9665-b74ad5a655a8,Pear & Freesia hand poured tinned candle,"Our Pear &amp; Freesia fragrance features pear, combined with quince which introduces honey sweetness, and is surrounded with white freesia and wild climbing rose. Base notes of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk.
 
Comes in its own tin with lid to keep your candle at its best for longer and protect it from dust.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.

Approximate candle content 200g",,1ec8bd_efcae69ba39b48f6ab520b89d5d4007a~mv2.png,7.0,TRUE
product_532f5241-9ff3-3703-a585-c8a510abda7d,Fresh Linen hand poured tinned candle,"Our Fresh Linen fragrance is a beautifully clean scent, reminiscent of freshly laundered fluffy towels. 
 
Comes in its own tin with lid to keep your candle at its best for longer and protect it from dust.
 
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.

Approximate candle content 200g",,1ec8bd_a2fca2e074d54bc58daa7444324919bb~mv2.png,7.0,TRUE
product_edad35af-3e74-4e50-d905-686d51041bd1,Blackberry & Bay hand poured tinned candle,"Our Blackberry &amp; Bay fragrance features grapefruit, floral notes, vetiver, cedar, a burst of blackberry juice and bay leaf. 
 
Comes in its own tin with lid to keep your candle at its best for longer and protect it from dust.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.

Approximate candle content 200g",,1ec8bd_8cdc2c5ff46b4c1cb66bf6eaca270c3d~mv2.png,7.0,TRUE
product_46af40f6-58cb-8893-1389-c9af6104dcdb,Sage & Sea Salt hand poured snap bar (x1),"<p>Our Sage &amp; Sea Salt fragrance is reminiscent of waves breaking white, the air fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs. Mingling with the woody earthiness of sage.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_6afdd02a-4c2a-d8aa-64c6-255264b63556,Pomegranate Dusk hand poured snap bar (x1),"<p>Our Pomegranate Dusk&nbsp;fragrance has top notes of juicy red fruits, reminiscent of pomegranate, giving a lusciously refreshing quality. Floral blend heart notes&nbsp;conjure the heady, spicy character of Casablanca lily. Base notes of temptingly smoky wood weave through the fragrance, creating an aura of sensuality. A classic high quality fragrance.&nbsp;</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_c695f3e8-a9ed-169c-f9cc-5d57e9c3ac98,Pear & Freesia hand poured snap bar (x1),"<p>Our Pear &amp; Freesia fragrance features pear, combined with quince which introduces honey sweetness, and is surrounded with white freesia and wild climbing rose. Base notes of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_4c7b0a22-79dc-54bf-67e3-45c804fc1caf,Fresh Linen hand poured snap bar (x1),"<p>Our Fresh Linen fragrance is a beautifully clean scent, reminiscent of freshly laundered fluffy towels.&nbsp;</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_c305232c-15f6-3d1f-0952-db3f27e784aa,Blackberry & Bay hand poured snap bar (x1),"<p>Our Blackberry &amp; Bay fragrance features grapefruit, floral notes, vetiver, cedar, a burst of blackberry juice and bay leaf.&nbsp;</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each section of your snap bar can be reused until its scent fades.&nbsp; Keep remaining sections of snap bar in an airtight container to keep them at their best.</p>",,1ec8bd_a9d81ff7b3844c34955784edd634a598~mv2.jpeg,1.5,TRUE
product_1ff7bba5-7400-138c-6bd5-7331d9e39613,Sage & Sea Salt hand poured wax melts (x5),"<p>Our Sage &amp; Sea Salt fragrance is reminiscent of waves breaking white, the air fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs. Mingling with the woody earthiness of sage.</p><p>&nbsp;</p><p>Each melt can be reused until its scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality&nbsp;wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_dd2b48d5-2e04-2299-bd93-544e7c67d5b0,Pomegranate Dusk hand poured wax melts (x5),"<p>Our Pomegranate Dusk fragrance has top notes of juicy red fruits, reminiscent of pomegranate, giving a lusciously refreshing quality. Floral blend heart notes&nbsp;conjure&nbsp;the heady, spicy character of Casablanca lily. Base notes of temptingly smoky wood weave&nbsp;through the fragrance, creating an aura of sensuality A classic high quality fragrance.</p><p>&nbsp;</p><p>Each melt can be reused until its scent fades. Keep remaining melts in an airtight container to keep them at their best. Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality&nbsp;wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_6a4ffe71-5f7f-c24a-8d48-a079cf108e05,Pear & Freesia hand poured wax melts (x5),"<p>Our Pear &amp; Freesia fragrance features pear, combined with quince which introduces honey sweetness, and is surrounded with white freesia and wild climbing rose. Base notes of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells) and each&nbsp;melt can be reused several times until the scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_2c326d54-efb0-e9cc-623d-944750504844,Fresh Linen hand poured wax melts (x5),"<p>Our Fresh Linen fragrance is a beautifully clean scent, reminiscent of freshly laundered fluffy towels.&nbsp;</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).&nbsp; Each melt can be reused several times until the scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_d7427588-21a4-bdbb-e2be-bd6c4d9ba736,Blackberry & Bay hand poured wax melts (x5),"<p>Our Blackberry &amp; Bay fragrance features grapefruit, floral notes, vetiver, cedar, a burst of blackberry juice and bay leaf.&nbsp;</p><p>&nbsp;</p><p>Each pack will contain&nbsp;five assorted shapes (hearts, stars and seashells).</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and&nbsp;made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p><p>&nbsp;</p><p>Each melt can be reused several times until the scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p>",,1ec8bd_dfd3c5f3135b4805b802eb319c4ae23f~mv2.jpeg,1.5,TRUE
product_18dae3d1-6dd6-ef46-8528-435b97810b71,Sage & Sea Salt three wick hand poured candle,"Our Sage &amp; Sea Salt fragrance is reminiscent of waves breaking white, the air fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs. Mingling with the woody earthiness of sage. Presented in a large glass candle bowl our 500ml three wick candle is a showstopper.  Available in all of our fragrances and, as with all of our range, 100% vegan and cruelty free. Please note these candles are made to order and therefore should be left to fully cure for 1-2 weeks following delivery to ensure longevity and proper scent throw. Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.Approximate candle content 500g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,16.9,TRUE
product_415cd91f-752e-8baf-2533-19e3c91d21a0,Pomegranate Dusk three wick hand poured candle,"Our Pomegranate Dusk fragrance has top notes of juicy red fruits, reminiscent of pomegranate, giving a lusciously refreshing quality. Floral blend heart notes conjure the heady, spicy character of Casablanca lily. Base notes of temptingly smoky wood weave through the fragrance, creating an aura of sensuality. A classic high quality fragrance. 
 
Presented in a large glass candle bowl our 500ml three wick candle is a showstopper.  Available in all of our fragrances and, as with all of our range, 100% vegan and cruelty free.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.
 
Please note these candles are made to order and therefore should be left to fully cure for 1-2 weeks following delivery to ensure longevity and proper scent throw.

Approximate candle content 500g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,16.9,TRUE
product_80b746a6-8e53-ad18-5ada-e8ba838f7bef,Pear & Freesia three wick hand poured candle,"Our Pear &amp; Freesia fragrance features pear, combined with quince which introduces honey sweetness, and is surrounded with white freesia and wild climbing rose. Base notes of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk.
 
Presented in a large glass candle bowl our three wick candle is a showstopper.
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.
 
Please note these candles are made to order and therefore should be left to fully cure for 1-2 weeks following delivery to ensure longevity and proper scent throw.

Approximate candle content 500g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,16.9,TRUE
product_b9ce32b6-2c60-b18a-4ca8-34871a211a92,Fresh Linen three wick hand poured candle,"Our Fresh Linen fragrance is a beautifully clean scent, reminiscent of freshly laundered fluffy towels.
 
Presented in a large glass candle bowl our three wick candle is a showstopper. 
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.
 
Please note these candles are made to order and therefore should be left to fully cure for 1-2 weeks following delivery to ensure longevity and proper scent throw.

Approximate candle content 500g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,16.9,TRUE
product_c711dbd4-8344-53e5-aad6-e0639a6d57e5,Blackberry & Bay three wick hand poured candle,"Our Blackberry &amp; Bay fragrance features grapefruit, floral notes, vetiver, cedar, a burst of blackberry juice and bay leaf. 
 
Our entire range is vegan, cruelty free and made with the finest quality wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.
 
Presented in a large glass candle bowl our three wick candle is a showstopper.  
 
Please note these candles are made to order and therefore should be left to fully cure for 1-2 weeks following delivery to ensure longevity and proper scent throw.

Approximate candle content 500g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,16.9,TRUE
product_7398781a-a29c-227b-5675-4dff8dfd29a9,Sage & Sea Salt Reed Diffuser,"Our Sage &amp; Sea Salt fragrance is reminiscent of waves breaking white, the air fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs. Mingling with the woody earthiness of sage.  Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.Content approximately 100g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,12.83,TRUE
product_9794f35b-8f72-c0b1-0c52-9a7771d01e5d,Pomegranate Dusk Reed Diffuser,"Our Pomegranate Dusk fragrance has top notes of juicy red fruits, reminiscent of pomegranate, giving a lusciously refreshing quality. Floral blend heart notes conjure the heady, spicy character of Casablanca lily. Base notes of temptingly smoky wood weave through the fragrance, creating an aura of sensuality. A classic high quality fragrance. Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.Content approximately 100g.",,1ec8bd_41412d63445c4b0eb558c275f95b3e0a~mv2.png,12.83,TRUE
product_eb7eb85b-4d72-f983-8343-e3a5db171ca5,Pear & Freesia Reed Diffuser,"Our Pear &amp; Freesia fragrance features pear, combined with quince which introduces honey sweetness, and is surrounded with white freesia and wild climbing rose. Base notes of green, fresh and sour nuances of rhubarb along with warm and subtle aromas of patchouli, amber and white musk. Our entire range is vegan and cruelty free. Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.Content approximately 100g.",,1ec8bd_2db79040126f41dc9bedd8e54cda7a92~mv2.png,12.83,TRUE
product_629d4936-416f-f995-e112-28194b97fbc4,Fresh Linen Reed Diffuser,"Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.
 
Our entire range is 100% vegan and cruelty free.

Content approximately 100g.",,1ec8bd_aed3f03b3acb42acb5cbef16186c9d55~mv2.jpg,12.83,TRUE
product_f632aa90-5068-d5b0-ee1d-01f292b8fdba,Blackberry & Bay 100ml Reed Diffuser,"Our Blackberry &amp; Bay fragrance features grapefruit, floral notes, vetiver, cedar, a burst of blackberry juice and bay leaf. 
 
Each diffuser comes with seven reeds and should last between 3-4 months depending on the temperature of your home and the regularity with which you turn your reeds.
 
Our entire range is 100% vegan and cruelty free.

Content approximately 100g.",,1ec8bd_2f7008e7e8514620b649e36ba5637d85~mv2.jpg,12.83,TRUE
product_ccbe61a5-a1ff-a076-4da8-f3da622af52b,Sage & Sea Salt Extra Large Honeycomb Melts (x3),"<p>Our honeycomb wax melts come in sets of three.&nbsp;</p><p>&nbsp;</p><p>Our Sage &amp; Sea Salt fragrance is reminiscent of waves breaking white, the air fresh with sea salt and spray. Alive with the mineral scent of the rugged cliffs. Mingling with the woody earthiness of sage.</p><p>&nbsp;</p><p>Each melt can be reused until its scent fades.&nbsp; Keep remaining melts in an airtight container to keep them at their best.</p><p>&nbsp;</p><p>Our entire range is vegan, cruelty free and made with the finest quality&nbsp;wax which is biodegradable and suitable for a high fragrance load to give you a great scent throw.</p>",,1ec8bd_9a3c4a24bddd42679d8d2c3f01b398bd~mv2.png;1ec8bd_c026bc86116d4981b8c8b1177aab710c~mv2.jpg,2.5,TRUE
